YEAR,SECTION,QUESTION_NUMBER,QUESTION_TEXT,QUESTION_TYPE,MARKS,DIFFICULTY_LABEL,TOPIC,ANSWER_TEXT
2018,Section A (C++),4b,Write C++ functions PUSH() and POP() for a stack implemented using an array. Assume MAX=10.,Long Answer,5.0,hard,Data Structures - Stack,"int stk[10],top=-1;
void PUSH(int x){ if(top==9) cout<<'Overflow'; else stk[++top]=x; }
int POP(){ if(top==-1){ cout<<'Underflow'; return -1; } return stk[top--]; }"
2021,Section A (C++),5h,Convert the infix expression A+B*C-D to postfix using a stack. Show all steps.,Short Answer,3.0,medium,Data Structures - Stack (Infix to Postfix),"Steps: A→output, +→stack, B→output, *→stack(higher prec), C→output, pop * B*C, then -, pop + A+B*C, D→output, pop -. Postfix: ABC*+D-"
2023,Section A,3h,Evaluate the postfix expression 5 3 2 * + using a stack. Show steps.,Short Answer,2.0,medium,Data Structures - Stack (Postfix Evaluation),"Push 5, push 3, push 2, * → 3*2=6 push 6, + → 5+6=11. Result: 11"
2013,Section A (C++),3a,Identify which of the following are keywords and which are user-defined identifiers in C++: (i) float (ii) MyClass (iii) return (iv) counter99,Very Short Answer,1.0,easy,C++ Basics - Tokens,(i) float - Keyword (ii) MyClass - User defined Identifier (iii) return - Keyword (iv) counter99 - User defined Identifier
2018,Section A (C++),2a,Which header file is required to use functions like sqrt() and pow() in C++?,Very Short Answer,1.0,easy,C++ Basics - Header Files,math.h
2014,Section A (C++),3h,Name the header files required to use: (i) strlen() (ii) clrscr() (iii) cout,Very Short Answer,1.0,easy,C++ Basics - Header Files,(i) string.h (ii) conio.h (iii) iostream.h
2014,Section A (C++),3c,What is the difference between a keyword and an identifier in C++? Give one example of each.,Short Answer,2.0,easy,C++ Basics - Tokens,"Keywords are reserved words with predefined meaning in C++ (e.g., int, while). Identifiers are user-defined names for variables, functions, etc. (e.g., total, myFunc)."
2011,Section A (C++),3f,Rewrite the following code after removing all syntactical errors: void main(){ Int x=10; cout<<'Value='<<x; },Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) Int should be int (lowercase) (2) Single quotes should be double quotes for string literal. Corrected: void main(){ int x=10; cout<<""Value=""<<x; }"
2023,Section A,6f,"Rewrite the following C++ code removing errors: void main(){ int A,B; cin>>A,B; if A>B cout<<A; else cout<<B; }",Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) cin>>A,B; should be cin>>A>>B; (2) Missing parentheses in if condition. Corrected: if(A>B) cout<<A; else cout<<B;"
2011,Section A (C++),3e,"Find the output of the following C++ code: int a=5,b=3; cout<<a++<<' '<<++b<<' '<<a+b;",Short Answer,2.0,medium,C++ Basics - Tokens,"Output: 5 4 10 (a++ gives 5 then becomes 6, ++b gives 4, a+b = 6+4 = 10)"
2012,Section A (C++),5d,What is the difference between call by value and call by reference in C++? Illustrate with an example.,Short Answer,2.0,medium,C++ Basics - Pointers and Functions,"Call by value: a copy of the argument is passed; changes do not affect original. Call by reference: address is passed; changes affect original. Example: void swap(int &a, int &b){ int t=a; a=b; b=t; }"
2015,Section A (C++),1c,Write a C++ function to swap two numbers using pointers.,Short Answer,2.0,hard,C++ Basics - Pointers and Functions,"void swap(int *a, int *b){ int t=*a; *a=*b; *b=t; }"
2020,Section A (C++),3e,What is a default argument in C++ function? Write a function Area() with one default argument.,Short Answer,2.0,hard,C++ Basics - Reference Parameters and Default Arguments,"A default argument provides a default value if no value is passed. Example: float Area(float l, float b=5.0){ return l*b; }"
2018,Section A (C++),6f,Write a C++ function using #define to find the cube of a number. Show its usage in main().,Short Answer,2.0,hard,C++ Basics - Macros and Arrays,"#define CUBE(x) (x*x*x)
void main(){ int n=3; cout<<CUBE(n); }  Output: 27"
2013,Section A (C++),5f,"Write the output of: int arr[]={5,10,15,20}; int *p=arr; cout<<*p<<' '<<*(p+2)<<' '<<p[3];",Short Answer,2.0,medium,C++ Basics - Pointers and Arrays,Output: 5 15 20
2014,Section A (C++),1c,Explain the concept of function overloading in C++ with an example showing two functions named calculate().,Short Answer,3.0,medium,C++ Function Overloading,"Function overloading allows multiple functions with the same name but different parameters. Example: int calculate(int a, int b){ return a+b; } float calculate(float a, float b){ return a*b; }"
2019,Section A (C++),3h,Write a C++ program to find the largest element in a 1D array of n integers using a function.,Long Answer,4.0,hard,C++ Arrays / Functions,"int largest(int arr[], int n){ int max=arr[0]; for(int i=1;i<n;i++) if(arr[i]>max) max=arr[i]; return max; }"
2023,Section A,3c,Write a C++ function to calculate the sum of each row of a 2D array of size 3x3.,Long Answer,4.0,hard,C++ 2D Arrays / Functions,"void rowSum(int a[][3], int r){ for(int i=0;i<r;i++){ int s=0; for(int j=0;j<3;j++) s+=a[i][j]; cout<<'Row '<<i<<' sum='<<s<<endl; } }"
2013,Section A (C++),2c,"What is the address stored in pointer p? int arr[5]={10,20,30,40,50}; int *p=arr+2; cout<<*p;",Very Short Answer,1.0,easy,C++ Basics - Pointers and Arrays,Output: 30 (p points to arr[2] which is 30)
2017,Section A (C++),2b,What will be output of: for(int i=0;i<3;i++){ for(int j=i;j<3;j++) cout<<'*'; cout<<endl; },Short Answer,2.0,medium,C++ Loops and Arrays,"***
**
*"
2023,Section A,4b,Explain the use of random() function in C++ and write a statement to generate a random number between 1 and 100.,Very Short Answer,1.0,easy,C++ Basics - Random and Arrays,random() generates a pseudo-random number. Statement: int r = random(100)+1;
2013,Section A (C++),2a,What is encapsulation in C++? How is it achieved?,Short Answer,2.0,easy,OOP Concepts,Encapsulation is the binding of data and functions together. It is achieved using classes where data members are private and accessed through public member functions.
2025,Section A,3e,Differentiate between a constructor and destructor in C++ with examples.,Short Answer,2.0,medium,C++ Destructors,"Constructor: initializes object on creation (e.g., Test(){ x=0; }). Destructor: cleans up on object destruction (e.g., ~Test(){ cout<<""Destroyed""; })."
2021,Section A (C++),2h,"Write a C++ class STUDENT with private members RollNo and Name, and public members to input and display data.",Long Answer,4.0,hard,C++ Classes and Objects,class STUDENT{ int RollNo; char Name[30]; public: void GetData(){ cin>>RollNo>>Name; } void ShowData(){ cout<<RollNo<<' '<<Name; } };
2020,Section A (C++),2e,What is inheritance? List the types of inheritance supported in C++ with one-line descriptions.,Short Answer,2.0,easy,C++ Inheritance Types,"Inheritance allows a derived class to reuse properties of base class. Types: Single, Multiple, Multilevel, Hierarchical, Hybrid inheritance."
2010,Section A (C++),6b,Write a C++ class hierarchy showing single inheritance: class Vehicle as base and class Car as derived. Include one data member each.,Long Answer,4.0,hard,C++ Inheritance,class Vehicle{ protected: int speed; public: void setSpeed(int s){ speed=s; } }; class Car:public Vehicle{ int doors; public: void setDoors(int d){ doors=d; } void show(){ cout<<speed<<' '<<doors; } };
2017,Section A (C++),2c,What is a copy constructor? Write one for a class BOOK with a single integer data member Pages.,Short Answer,2.0,easy,OOP - Copy Constructor,BOOK(BOOK &b){ Pages=b.Pages; } Copy constructor creates a new object as a copy of an existing object.
2017,Section A (C++),3c,What is the significance of the scope resolution operator (::) in C++?,Very Short Answer,1.0,easy,C++ Inheritance / Scope Resolution,The :: operator is used to define member functions outside the class and to access global variables when a local variable has the same name.
2016,Section A (C++),2b,"Write the output: class A{ public: A(){ cout<<'A'; } ~A(){ cout<<'~A'; } }; void main(){ A obj1, obj2; }",Short Answer,2.0,medium,C++ Destructors,"Output: AA~A~A (constructors called in order, destructors in reverse)"
2023,Section A,6b,Differentiate between public and private access specifiers with an example in C++.,Short Answer,2.0,medium,OOP - Access Specifiers,Private members cannot be accessed from outside the class. Public members can be accessed from anywhere. Example: class X{ int priv; public: int pub; };
2012,Section A (C++),1h,What is polymorphism? How is function overloading an example of polymorphism?,Short Answer,2.0,easy,OOP - Polymorphism,"Polymorphism means one name, multiple forms. Function overloading is compile-time polymorphism where multiple functions share the same name but differ in parameters."
2023,Section A,1d,Write a C++ function to perform bubble sort on an array of n integers in ascending order.,Long Answer,5.0,hard,Data Structures - Sorting (Bubble Sort),"void bubbleSort(int a[], int n){ for(int i=0;i<n-1;i++) for(int j=0;j<n-i-1;j++) if(a[j]>a[j+1]){ int t=a[j]; a[j]=a[j+1]; a[j+1]=t; } }"
2013,Section A (C++),1a,"Calculate the address of element A[3][2] given base address 1000, 4 bytes per element, and 4 columns.",Short Answer,2.0,medium,Arrays - Memory Address Calculation,Address = Base + (Row*Cols + Col)*Size = 1000 + (3*4+2)*4 = 1000 + 56 = 1056
2025,Section A,1e,Write a C++ function to search an element in a sorted array using binary search.,Long Answer,5.0,hard,Python - Binary Search,"int binarySearch(int a[], int n, int key){ int l=0,r=n-1; while(l<=r){ int m=(l+r)/2; if(a[m]==key) return m; else if(a[m]<key) l=m+1; else r=m-1; } return -1; }"
2011,Section A (C++),1e,What is a binary file in C++? How does it differ from a text file?,Short Answer,2.0,easy,File Handling - Binary Files,Binary files store data in binary format (as it is in memory). Text files store data in human-readable ASCII form. Binary files are faster and compact; text files are portable and editable.
2010,Section A (C++),1b,Write a C++ program to write an integer array to a binary file using write().,Long Answer,4.0,hard,C++ Binary File Handling,"#include<fstream.h>
void main(){ int a[]={1,2,3,4,5}; ofstream f('data.dat',ios::binary); f.write((char*)a,sizeof(a)); f.close(); }"
2016,Section A (C++),5d,What is the use of seekg() and tellg() in C++ file handling?,Short Answer,2.0,easy,C++ Binary File Handling / seekg / tellg,seekg() moves the get pointer to a specified position. tellg() returns the current position of the get pointer in the file.
2015,Section A (C++),6f,Write a C++ function to count the number of objects stored in a binary file for a class EMPLOYEE.,Short Answer,2.0,hard,File Handling - Binary Files,"int countObjects(){ ifstream f('emp.dat',ios::binary); int cnt=0; EMPLOYEE e; while(f.read((char*)&e,sizeof(e))) cnt++; f.close(); return cnt; }"
2010,Section A (C++),1c,Write a C++ function to read and display all records from a text file 'students.txt' line by line.,Short Answer,2.0,hard,File Handling - Text Files,"void display(){ ifstream f('students.txt'); char line[100]; while(f.getline(line,100)) cout<<line<<endl; f.close(); }"
2018,Section A (C++),5f,Write a function to insert a node at the beginning of a singly linked list in C++.,Long Answer,5.0,hard,C++ Linked List / Queue / Dynamic Memory,"void insertAtFront(Node *&head, int data){ Node *n=new Node; n->data=data; n->next=head; head=n; }"
2021,Section A (C++),2d,Write C++ functions PUSH() and POP() for a stack implemented using an array. Assume MAX=10.,Long Answer,5.0,hard,Data Structures - Stack,"int stk[10],top=-1;
void PUSH(int x){ if(top==9) cout<<'Overflow'; else stk[++top]=x; }
int POP(){ if(top==-1){ cout<<'Underflow'; return -1; } return stk[top--]; }"
2012,Section A (C++),1a,Convert the infix expression A+B*C-D to postfix using a stack. Show all steps.,Short Answer,3.0,medium,Data Structures - Stack (Infix to Postfix),"Steps: A→output, +→stack, B→output, *→stack(higher prec), C→output, pop * B*C, then -, pop + A+B*C, D→output, pop -. Postfix: ABC*+D-"
2016,Section A (C++),6d,Evaluate the postfix expression 5 3 2 * + using a stack. Show steps.,Short Answer,2.0,medium,Data Structures - Stack (Postfix Evaluation),"Push 5, push 3, push 2, * → 3*2=6 push 6, + → 5+6=11. Result: 11"
2019,Section A (C++),2a,Identify which of the following are keywords and which are user-defined identifiers in C++: (i) float (ii) MyClass (iii) return (iv) counter99,Very Short Answer,1.0,easy,C++ Basics - Tokens,(i) float - Keyword (ii) MyClass - User defined Identifier (iii) return - Keyword (iv) counter99 - User defined Identifier
2013,Section A (C++),2h,Which header file is required to use functions like sqrt() and pow() in C++?,Very Short Answer,1.0,easy,C++ Basics - Header Files,math.h
2021,Section A (C++),6c,Name the header files required to use: (i) strlen() (ii) clrscr() (iii) cout,Very Short Answer,1.0,easy,C++ Basics - Header Files,(i) string.h (ii) conio.h (iii) iostream.h
2024,Section A,6b,What is the difference between a keyword and an identifier in C++? Give one example of each.,Short Answer,2.0,easy,C++ Basics - Tokens,"Keywords are reserved words with predefined meaning in C++ (e.g., int, while). Identifiers are user-defined names for variables, functions, etc. (e.g., total, myFunc)."
2015,Section A (C++),3g,Rewrite the following code after removing all syntactical errors: void main(){ Int x=10; cout<<'Value='<<x; },Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) Int should be int (lowercase) (2) Single quotes should be double quotes for string literal. Corrected: void main(){ int x=10; cout<<""Value=""<<x; }"
2023,Section A,2d,"Rewrite the following C++ code removing errors: void main(){ int A,B; cin>>A,B; if A>B cout<<A; else cout<<B; }",Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) cin>>A,B; should be cin>>A>>B; (2) Missing parentheses in if condition. Corrected: if(A>B) cout<<A; else cout<<B;"
2023,Section A,1f,"Find the output of the following C++ code: int a=5,b=3; cout<<a++<<' '<<++b<<' '<<a+b;",Short Answer,2.0,medium,C++ Basics - Tokens,"Output: 5 4 10 (a++ gives 5 then becomes 6, ++b gives 4, a+b = 6+4 = 10)"
2013,Section A (C++),4b,What is the difference between call by value and call by reference in C++? Illustrate with an example.,Short Answer,2.0,medium,C++ Basics - Pointers and Functions,"Call by value: a copy of the argument is passed; changes do not affect original. Call by reference: address is passed; changes affect original. Example: void swap(int &a, int &b){ int t=a; a=b; b=t; }"
2014,Section A (C++),4f,Write a C++ function to swap two numbers using pointers.,Short Answer,2.0,hard,C++ Basics - Pointers and Functions,"void swap(int *a, int *b){ int t=*a; *a=*b; *b=t; }"
2019,Section A (C++),5a,What is a default argument in C++ function? Write a function Area() with one default argument.,Short Answer,2.0,hard,C++ Basics - Reference Parameters and Default Arguments,"A default argument provides a default value if no value is passed. Example: float Area(float l, float b=5.0){ return l*b; }"
2012,Section A (C++),3h,Write a C++ function using #define to find the cube of a number. Show its usage in main().,Short Answer,2.0,hard,C++ Basics - Macros and Arrays,"#define CUBE(x) (x*x*x)
void main(){ int n=3; cout<<CUBE(n); }  Output: 27"
2013,Section A (C++),4e,"Write the output of: int arr[]={5,10,15,20}; int *p=arr; cout<<*p<<' '<<*(p+2)<<' '<<p[3];",Short Answer,2.0,medium,C++ Basics - Pointers and Arrays,Output: 5 15 20
2024,Section A,5e,Explain the concept of function overloading in C++ with an example showing two functions named calculate().,Short Answer,3.0,medium,C++ Function Overloading,"Function overloading allows multiple functions with the same name but different parameters. Example: int calculate(int a, int b){ return a+b; } float calculate(float a, float b){ return a*b; }"
2024,Section A,2g,Write a C++ program to find the largest element in a 1D array of n integers using a function.,Long Answer,4.0,hard,C++ Arrays / Functions,"int largest(int arr[], int n){ int max=arr[0]; for(int i=1;i<n;i++) if(arr[i]>max) max=arr[i]; return max; }"
2019,Section A (C++),4d,Write a C++ function to calculate the sum of each row of a 2D array of size 3x3.,Long Answer,4.0,hard,C++ 2D Arrays / Functions,"void rowSum(int a[][3], int r){ for(int i=0;i<r;i++){ int s=0; for(int j=0;j<3;j++) s+=a[i][j]; cout<<'Row '<<i<<' sum='<<s<<endl; } }"
2012,Section A (C++),4f,"What is the address stored in pointer p? int arr[5]={10,20,30,40,50}; int *p=arr+2; cout<<*p;",Very Short Answer,1.0,easy,C++ Basics - Pointers and Arrays,Output: 30 (p points to arr[2] which is 30)
2015,Section A (C++),1h,What will be output of: for(int i=0;i<3;i++){ for(int j=i;j<3;j++) cout<<'*'; cout<<endl; },Short Answer,2.0,medium,C++ Loops and Arrays,"***
**
*"
2013,Section A (C++),4h,Explain the use of random() function in C++ and write a statement to generate a random number between 1 and 100.,Very Short Answer,1.0,easy,C++ Basics - Random and Arrays,random() generates a pseudo-random number. Statement: int r = random(100)+1;
2012,Section A (C++),1c,What is encapsulation in C++? How is it achieved?,Short Answer,2.0,easy,OOP Concepts,Encapsulation is the binding of data and functions together. It is achieved using classes where data members are private and accessed through public member functions.
2022,Section A,4b,Differentiate between a constructor and destructor in C++ with examples.,Short Answer,2.0,medium,C++ Destructors,"Constructor: initializes object on creation (e.g., Test(){ x=0; }). Destructor: cleans up on object destruction (e.g., ~Test(){ cout<<""Destroyed""; })."
2015,Section A (C++),1f,"Write a C++ class STUDENT with private members RollNo and Name, and public members to input and display data.",Long Answer,4.0,hard,C++ Classes and Objects,class STUDENT{ int RollNo; char Name[30]; public: void GetData(){ cin>>RollNo>>Name; } void ShowData(){ cout<<RollNo<<' '<<Name; } };
2016,Section A (C++),3d,What is inheritance? List the types of inheritance supported in C++ with one-line descriptions.,Short Answer,2.0,easy,C++ Inheritance Types,"Inheritance allows a derived class to reuse properties of base class. Types: Single, Multiple, Multilevel, Hierarchical, Hybrid inheritance."
2022,Section A,1d,Write a C++ class hierarchy showing single inheritance: class Vehicle as base and class Car as derived. Include one data member each.,Long Answer,4.0,hard,C++ Inheritance,class Vehicle{ protected: int speed; public: void setSpeed(int s){ speed=s; } }; class Car:public Vehicle{ int doors; public: void setDoors(int d){ doors=d; } void show(){ cout<<speed<<' '<<doors; } };
2023,Section A,6h,What is a copy constructor? Write one for a class BOOK with a single integer data member Pages.,Short Answer,2.0,easy,OOP - Copy Constructor,BOOK(BOOK &b){ Pages=b.Pages; } Copy constructor creates a new object as a copy of an existing object.
2018,Section A (C++),6e,What is the significance of the scope resolution operator (::) in C++?,Very Short Answer,1.0,easy,C++ Inheritance / Scope Resolution,The :: operator is used to define member functions outside the class and to access global variables when a local variable has the same name.
2022,Section A,3h,"Write the output: class A{ public: A(){ cout<<'A'; } ~A(){ cout<<'~A'; } }; void main(){ A obj1, obj2; }",Short Answer,2.0,medium,C++ Destructors,"Output: AA~A~A (constructors called in order, destructors in reverse)"
2022,Section A,4e,Differentiate between public and private access specifiers with an example in C++.,Short Answer,2.0,medium,OOP - Access Specifiers,Private members cannot be accessed from outside the class. Public members can be accessed from anywhere. Example: class X{ int priv; public: int pub; };
2014,Section A (C++),4b,What is polymorphism? How is function overloading an example of polymorphism?,Short Answer,2.0,easy,OOP - Polymorphism,"Polymorphism means one name, multiple forms. Function overloading is compile-time polymorphism where multiple functions share the same name but differ in parameters."
2013,Section A (C++),3h,Write a C++ function to perform bubble sort on an array of n integers in ascending order.,Long Answer,5.0,hard,Data Structures - Sorting (Bubble Sort),"void bubbleSort(int a[], int n){ for(int i=0;i<n-1;i++) for(int j=0;j<n-i-1;j++) if(a[j]>a[j+1]){ int t=a[j]; a[j]=a[j+1]; a[j+1]=t; } }"
2025,Section A,2c,"Calculate the address of element A[3][2] given base address 1000, 4 bytes per element, and 4 columns.",Short Answer,2.0,medium,Arrays - Memory Address Calculation,Address = Base + (Row*Cols + Col)*Size = 1000 + (3*4+2)*4 = 1000 + 56 = 1056
2010,Section A (C++),1a,Write a C++ function to search an element in a sorted array using binary search.,Long Answer,5.0,hard,Python - Binary Search,"int binarySearch(int a[], int n, int key){ int l=0,r=n-1; while(l<=r){ int m=(l+r)/2; if(a[m]==key) return m; else if(a[m]<key) l=m+1; else r=m-1; } return -1; }"
2012,Section A (C++),4a,What is a binary file in C++? How does it differ from a text file?,Short Answer,2.0,easy,File Handling - Binary Files,Binary files store data in binary format (as it is in memory). Text files store data in human-readable ASCII form. Binary files are faster and compact; text files are portable and editable.
2015,Section A (C++),4f,Write a C++ program to write an integer array to a binary file using write().,Long Answer,4.0,hard,C++ Binary File Handling,"#include<fstream.h>
void main(){ int a[]={1,2,3,4,5}; ofstream f('data.dat',ios::binary); f.write((char*)a,sizeof(a)); f.close(); }"
2014,Section A (C++),3b,What is the use of seekg() and tellg() in C++ file handling?,Short Answer,2.0,easy,C++ Binary File Handling / seekg / tellg,seekg() moves the get pointer to a specified position. tellg() returns the current position of the get pointer in the file.
2012,Section A (C++),6h,Write a C++ function to count the number of objects stored in a binary file for a class EMPLOYEE.,Short Answer,2.0,hard,File Handling - Binary Files,"int countObjects(){ ifstream f('emp.dat',ios::binary); int cnt=0; EMPLOYEE e; while(f.read((char*)&e,sizeof(e))) cnt++; f.close(); return cnt; }"
2024,Section A,2e,Write a C++ function to read and display all records from a text file 'students.txt' line by line.,Short Answer,2.0,hard,File Handling - Text Files,"void display(){ ifstream f('students.txt'); char line[100]; while(f.getline(line,100)) cout<<line<<endl; f.close(); }"
2025,Section A,4e,Write a function to insert a node at the beginning of a singly linked list in C++.,Long Answer,5.0,hard,C++ Linked List / Queue / Dynamic Memory,"void insertAtFront(Node *&head, int data){ Node *n=new Node; n->data=data; n->next=head; head=n; }"
2020,Section A (C++),5a,Write C++ functions PUSH() and POP() for a stack implemented using an array. Assume MAX=10.,Long Answer,5.0,hard,Data Structures - Stack,"int stk[10],top=-1;
void PUSH(int x){ if(top==9) cout<<'Overflow'; else stk[++top]=x; }
int POP(){ if(top==-1){ cout<<'Underflow'; return -1; } return stk[top--]; }"
2011,Section A (C++),4b,Convert the infix expression A+B*C-D to postfix using a stack. Show all steps.,Short Answer,3.0,medium,Data Structures - Stack (Infix to Postfix),"Steps: A→output, +→stack, B→output, *→stack(higher prec), C→output, pop * B*C, then -, pop + A+B*C, D→output, pop -. Postfix: ABC*+D-"
2022,Section A,4f,Evaluate the postfix expression 5 3 2 * + using a stack. Show steps.,Short Answer,2.0,medium,Data Structures - Stack (Postfix Evaluation),"Push 5, push 3, push 2, * → 3*2=6 push 6, + → 5+6=11. Result: 11"
2022,Section A,4h,Identify which of the following are keywords and which are user-defined identifiers in C++: (i) float (ii) MyClass (iii) return (iv) counter99,Very Short Answer,1.0,easy,C++ Basics - Tokens,(i) float - Keyword (ii) MyClass - User defined Identifier (iii) return - Keyword (iv) counter99 - User defined Identifier
2011,Section A (C++),1c,Which header file is required to use functions like sqrt() and pow() in C++?,Very Short Answer,1.0,easy,C++ Basics - Header Files,math.h
2019,Section A (C++),6c,Name the header files required to use: (i) strlen() (ii) clrscr() (iii) cout,Very Short Answer,1.0,easy,C++ Basics - Header Files,(i) string.h (ii) conio.h (iii) iostream.h
2025,Section A,4c,What is the difference between a keyword and an identifier in C++? Give one example of each.,Short Answer,2.0,easy,C++ Basics - Tokens,"Keywords are reserved words with predefined meaning in C++ (e.g., int, while). Identifiers are user-defined names for variables, functions, etc. (e.g., total, myFunc)."
2019,Section A (C++),6g,Rewrite the following code after removing all syntactical errors: void main(){ Int x=10; cout<<'Value='<<x; },Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) Int should be int (lowercase) (2) Single quotes should be double quotes for string literal. Corrected: void main(){ int x=10; cout<<""Value=""<<x; }"
2025,Section A,1h,"Rewrite the following C++ code removing errors: void main(){ int A,B; cin>>A,B; if A>B cout<<A; else cout<<B; }",Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) cin>>A,B; should be cin>>A>>B; (2) Missing parentheses in if condition. Corrected: if(A>B) cout<<A; else cout<<B;"
2025,Section A,4c,"Find the output of the following C++ code: int a=5,b=3; cout<<a++<<' '<<++b<<' '<<a+b;",Short Answer,2.0,medium,C++ Basics - Tokens,"Output: 5 4 10 (a++ gives 5 then becomes 6, ++b gives 4, a+b = 6+4 = 10)"
2011,Section A (C++),4e,What is the difference between call by value and call by reference in C++? Illustrate with an example.,Short Answer,2.0,medium,C++ Basics - Pointers and Functions,"Call by value: a copy of the argument is passed; changes do not affect original. Call by reference: address is passed; changes affect original. Example: void swap(int &a, int &b){ int t=a; a=b; b=t; }"
2025,Section A,5g,Write a C++ function to swap two numbers using pointers.,Short Answer,2.0,hard,C++ Basics - Pointers and Functions,"void swap(int *a, int *b){ int t=*a; *a=*b; *b=t; }"
2021,Section A (C++),3f,What is a default argument in C++ function? Write a function Area() with one default argument.,Short Answer,2.0,hard,C++ Basics - Reference Parameters and Default Arguments,"A default argument provides a default value if no value is passed. Example: float Area(float l, float b=5.0){ return l*b; }"
2011,Section A (C++),1a,Write a C++ function using #define to find the cube of a number. Show its usage in main().,Short Answer,2.0,hard,C++ Basics - Macros and Arrays,"#define CUBE(x) (x*x*x)
void main(){ int n=3; cout<<CUBE(n); }  Output: 27"
2014,Section A (C++),3f,"Write the output of: int arr[]={5,10,15,20}; int *p=arr; cout<<*p<<' '<<*(p+2)<<' '<<p[3];",Short Answer,2.0,medium,C++ Basics - Pointers and Arrays,Output: 5 15 20
2010,Section A (C++),6f,Explain the concept of function overloading in C++ with an example showing two functions named calculate().,Short Answer,3.0,medium,C++ Function Overloading,"Function overloading allows multiple functions with the same name but different parameters. Example: int calculate(int a, int b){ return a+b; } float calculate(float a, float b){ return a*b; }"
2022,Section A,1g,Write a C++ program to find the largest element in a 1D array of n integers using a function.,Long Answer,4.0,hard,C++ Arrays / Functions,"int largest(int arr[], int n){ int max=arr[0]; for(int i=1;i<n;i++) if(arr[i]>max) max=arr[i]; return max; }"
2021,Section A (C++),3g,Write a C++ function to calculate the sum of each row of a 2D array of size 3x3.,Long Answer,4.0,hard,C++ 2D Arrays / Functions,"void rowSum(int a[][3], int r){ for(int i=0;i<r;i++){ int s=0; for(int j=0;j<3;j++) s+=a[i][j]; cout<<'Row '<<i<<' sum='<<s<<endl; } }"
2021,Section A (C++),1d,"What is the address stored in pointer p? int arr[5]={10,20,30,40,50}; int *p=arr+2; cout<<*p;",Very Short Answer,1.0,easy,C++ Basics - Pointers and Arrays,Output: 30 (p points to arr[2] which is 30)
2017,Section A (C++),2e,What will be output of: for(int i=0;i<3;i++){ for(int j=i;j<3;j++) cout<<'*'; cout<<endl; },Short Answer,2.0,medium,C++ Loops and Arrays,"***
**
*"
2012,Section A (C++),6b,Explain the use of random() function in C++ and write a statement to generate a random number between 1 and 100.,Very Short Answer,1.0,easy,C++ Basics - Random and Arrays,random() generates a pseudo-random number. Statement: int r = random(100)+1;
2019,Section A (C++),1f,What is encapsulation in C++? How is it achieved?,Short Answer,2.0,easy,OOP Concepts,Encapsulation is the binding of data and functions together. It is achieved using classes where data members are private and accessed through public member functions.
2015,Section A (C++),1f,Differentiate between a constructor and destructor in C++ with examples.,Short Answer,2.0,medium,C++ Destructors,"Constructor: initializes object on creation (e.g., Test(){ x=0; }). Destructor: cleans up on object destruction (e.g., ~Test(){ cout<<""Destroyed""; })."
2011,Section A (C++),4g,"Write a C++ class STUDENT with private members RollNo and Name, and public members to input and display data.",Long Answer,4.0,hard,C++ Classes and Objects,class STUDENT{ int RollNo; char Name[30]; public: void GetData(){ cin>>RollNo>>Name; } void ShowData(){ cout<<RollNo<<' '<<Name; } };
2023,Section A,3a,What is inheritance? List the types of inheritance supported in C++ with one-line descriptions.,Short Answer,2.0,easy,C++ Inheritance Types,"Inheritance allows a derived class to reuse properties of base class. Types: Single, Multiple, Multilevel, Hierarchical, Hybrid inheritance."
2025,Section A,5a,Write a C++ class hierarchy showing single inheritance: class Vehicle as base and class Car as derived. Include one data member each.,Long Answer,4.0,hard,C++ Inheritance,class Vehicle{ protected: int speed; public: void setSpeed(int s){ speed=s; } }; class Car:public Vehicle{ int doors; public: void setDoors(int d){ doors=d; } void show(){ cout<<speed<<' '<<doors; } };
2020,Section A (C++),4g,What is a copy constructor? Write one for a class BOOK with a single integer data member Pages.,Short Answer,2.0,easy,OOP - Copy Constructor,BOOK(BOOK &b){ Pages=b.Pages; } Copy constructor creates a new object as a copy of an existing object.
2020,Section A (C++),5b,What is the significance of the scope resolution operator (::) in C++?,Very Short Answer,1.0,easy,C++ Inheritance / Scope Resolution,The :: operator is used to define member functions outside the class and to access global variables when a local variable has the same name.
2025,Section A,1d,"Write the output: class A{ public: A(){ cout<<'A'; } ~A(){ cout<<'~A'; } }; void main(){ A obj1, obj2; }",Short Answer,2.0,medium,C++ Destructors,"Output: AA~A~A (constructors called in order, destructors in reverse)"
2020,Section A (C++),4f,Differentiate between public and private access specifiers with an example in C++.,Short Answer,2.0,medium,OOP - Access Specifiers,Private members cannot be accessed from outside the class. Public members can be accessed from anywhere. Example: class X{ int priv; public: int pub; };
2015,Section A (C++),5e,What is polymorphism? How is function overloading an example of polymorphism?,Short Answer,2.0,easy,OOP - Polymorphism,"Polymorphism means one name, multiple forms. Function overloading is compile-time polymorphism where multiple functions share the same name but differ in parameters."
